"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ARM00087593","LA PLATA, AR","2019-12-24",,,"79",,"68"
"ARM00087593","LA PLATA, AR","2019-12-25",,,"69","89",
"ARM00087593","LA PLATA, AR","2019-12-26",,,"67",,"56"
"ARM00087593","LA PLATA, AR","2019-12-27",,,"77",,"68"
"ARM00087593","LA PLATA, AR","2019-12-28",,,"77","90",
"ARM00087593","LA PLATA, AR","2019-12-29",,,"78",,"68"
"ARM00087593","LA PLATA, AR","2019-12-30",,,"74","90","71"
"ARM00087593","LA PLATA, AR","2019-12-31",,,"74",,"70"
"ARM00087593","LA PLATA, AR","2020-01-01",,,"71","80","64"
"ARM00087593","LA PLATA, AR","2020-01-02",,,"70","80","63"
"ARM00087593","LA PLATA, AR","2020-01-03",,,"72",,"64"
"ARM00087593","LA PLATA, AR","2020-01-04",,,"74",,"68"
"ARM00087593","LA PLATA, AR","2020-01-05",,,"74",,"63"
"ARM00087593","LA PLATA, AR","2020-01-06",,,"72","85","62"
"ARM00087593","LA PLATA, AR","2020-01-07",,,"70",,"54"
"ARM00087593","LA PLATA, AR","2020-01-08",,,"79",,"67"
"ARM00087593","LA PLATA, AR","2020-01-09",,,"78","90","67"
"ARM00087593","LA PLATA, AR","2020-01-10",,,"75",,"61"
"ARM00087593","LA PLATA, AR","2020-01-11",,,"72","90",
"ARM00087593","LA PLATA, AR","2020-01-12",,,"74","88","62"
"ARM00087593","LA PLATA, AR","2020-01-13",,,"71","85","62"
"ARM00087593","LA PLATA, AR","2020-01-14",,,"75",,
"ARM00087593","LA PLATA, AR","2020-01-15",,,"74","84","69"
"ARM00087593","LA PLATA, AR","2020-01-16",,,"64","81","50"
"ARM00087593","LA PLATA, AR","2020-01-17",,,"65",,"51"
"ARM00087593","LA PLATA, AR","2020-01-18",,,"73",,"64"
"ARM00087593","LA PLATA, AR","2020-01-19",,,"77",,"67"
"ARM00087593","LA PLATA, AR","2020-01-20",,,"80",,"71"
"ARM00087593","LA PLATA, AR","2020-01-21",,,"76","92","72"
"ARM00087593","LA PLATA, AR","2020-01-22",,,"76",,"68"
"ARM00087593","LA PLATA, AR","2020-01-23",,,"76","85","69"
"ARM00087593","LA PLATA, AR","2020-01-24",,,"78",,"67"
"ARM00087593","LA PLATA, AR","2020-01-25",,,"82",,
"ARM00087593","LA PLATA, AR","2020-01-26",,,"78","95","65"
"ARM00087593","LA PLATA, AR","2020-01-27",,,"68","90","54"
"ARM00087593","LA PLATA, AR","2020-01-28",,,"69",,"57"
"ARM00087593","LA PLATA, AR","2020-01-29",,,"72","85",
"ARM00087593","LA PLATA, AR","2020-01-30",,,"63","81","48"
"ARM00087593","LA PLATA, AR","2020-01-31",,,"67",,"53"
"ARM00087593","LA PLATA, AR","2020-02-01",,,"74",,"57"
"ARM00087593","LA PLATA, AR","2020-02-02",,,"77",,"62"
"ARM00087593","LA PLATA, AR","2020-02-03",,,"81","93",
"ARM00087593","LA PLATA, AR","2020-02-04",,,"81","92","73"
"ARM00087593","LA PLATA, AR","2020-02-05",,,"80","93","73"
"ARM00087593","LA PLATA, AR","2020-02-06",,,"86",,"74"
"ARM00087593","LA PLATA, AR","2020-02-07",,,"77","95",
"ARM00087593","LA PLATA, AR","2020-02-08",,,"72","87","64"
"ARM00087593","LA PLATA, AR","2020-02-09",,,"68","82","57"
"ARM00087593","LA PLATA, AR","2020-02-10",,,"67",,"50"
"ARM00087593","LA PLATA, AR","2020-02-11",,,"72",,"55"
"ARM00087593","LA PLATA, AR","2020-02-12",,,"75",,"66"
"ARM00087593","LA PLATA, AR","2020-02-13",,,"78",,"68"
"ARM00087593","LA PLATA, AR","2020-02-14",,,"76","87","63"
"ARM00087593","LA PLATA, AR","2020-02-15",,,"79",,"60"
"ARM00087593","LA PLATA, AR","2020-02-16",,,"85",,"67"
"ARM00087593","LA PLATA, AR","2020-02-17",,,"77","93","67"
"ARM00087593","LA PLATA, AR","2020-02-18",,,"72","87","64"
"ARM00087593","LA PLATA, AR","2020-02-19",,,"75",,"58"
"ARM00087593","LA PLATA, AR","2020-02-20",,,"66","83","54"
"ARM00087593","LA PLATA, AR","2020-02-21",,,"64","74","51"
"ARM00087593","LA PLATA, AR","2020-02-22",,,"62",,"46"
"ARM00087593","LA PLATA, AR","2020-02-23",,,"69",,"51"
"ARM00087593","LA PLATA, AR","2020-02-24",,,"76",,"61"
"ARM00087593","LA PLATA, AR","2020-02-25",,,"69","87",
"ARM00087593","LA PLATA, AR","2020-02-26",,,"69","81","55"
"ARM00087593","LA PLATA, AR","2020-02-27",,,"76",,"60"
"ARM00087593","LA PLATA, AR","2020-02-28",,,"77",,"59"
"ARM00087593","LA PLATA, AR","2020-02-29",,,"78","90","63"
"ARM00087593","LA PLATA, AR","2020-03-01",,,"82",,"65"
"ARM00087593","LA PLATA, AR","2020-03-02",,,"81","92","71"
"ARM00087593","LA PLATA, AR","2020-03-03",,,"80","91","68"
"ARM00087593","LA PLATA, AR","2020-03-04",,,"78","88","64"
"ARM00087593","LA PLATA, AR","2020-03-05",,,"77","87","67"
"ARM00087593","LA PLATA, AR","2020-03-06",,,"76","84","67"
"ARM00087593","LA PLATA, AR","2020-03-07",,,"78",,"65"
"ARM00087593","LA PLATA, AR","2020-03-08",,,"81",,"69"
"ARM00087593","LA PLATA, AR","2020-03-09",,,"74","90","63"
"ARM00087593","LA PLATA, AR","2020-03-10",,,"69","86","60"
"ARM00087593","LA PLATA, AR","2020-03-11",,,"67","75","67"
"ARM00087593","LA PLATA, AR","2020-03-12",,,"74",,"64"
"ARM00087593","LA PLATA, AR","2020-03-13",,,"78",,"62"
"ARM00087593","LA PLATA, AR","2020-03-14",,,"69","87","62"
"ARM00087593","LA PLATA, AR","2020-03-15",,,"66",,"59"
"ARM00087593","LA PLATA, AR","2020-03-16",,,"66","75","53"
"ARM00087593","LA PLATA, AR","2020-03-17",,,"67","72","59"
"ARM00087593","LA PLATA, AR","2020-03-18",,,"67","73","62"
"ARM00087593","LA PLATA, AR","2020-03-19",,,"67",,"56"
"ARM00087593","LA PLATA, AR","2020-03-20",,,"72",,"56"
"ARM00087593","LA PLATA, AR","2020-03-21",,,"75",,"60"
"ARM00087593","LA PLATA, AR","2020-03-22",,,"74","83","56"
"ARM00087593","LA PLATA, AR","2020-03-23",,,"76",,"63"
"ARM00087593","LA PLATA, AR","2020-03-24",,,"77",,"65"
"ARM00087593","LA PLATA, AR","2020-03-25",,,"72","87",
"ARM00087593","LA PLATA, AR","2020-03-26",,,"73","78",
"ARM00087593","LA PLATA, AR","2020-03-27",,,"75",,"67"
"ARM00087593","LA PLATA, AR","2020-03-28",,,"75","82","68"
"ARM00087593","LA PLATA, AR","2020-03-29",,,"76",,"68"
"ARM00087593","LA PLATA, AR","2020-03-30",,,"73","84","66"
"ARM00087593","LA PLATA, AR","2020-03-31",,,"68","79","64"
"ARM00087593","LA PLATA, AR","2020-04-01",,"0.4","70",,"65"
"ARM00087593","LA PLATA, AR","2020-04-02",,"1.2","63","75","55"
"ARM00087593","LA PLATA, AR","2020-04-03",,,"62","71","49"
"ARM00087593","LA PLATA, AR","2020-04-04",,,"68",,"52"
"ARM00087593","LA PLATA, AR","2020-04-05",,,"69",,"55"
"ARM00087593","LA PLATA, AR","2020-04-06",,,"62","76","56"
"ARM00087593","LA PLATA, AR","2020-04-07",,,"56",,"43"
"ARM00087593","LA PLATA, AR","2020-04-08",,,"55","65",
"ARM00087593","LA PLATA, AR","2020-04-09",,,"59",,"44"
"ARM00087593","LA PLATA, AR","2020-04-10",,,"61",,"47"
"ARM00087593","LA PLATA, AR","2020-04-11",,,"65",,"53"
"ARM00087593","LA PLATA, AR","2020-04-12",,,"65",,"51"
"ARM00087593","LA PLATA, AR","2020-04-13",,,"62","75",
"ARM00087593","LA PLATA, AR","2020-04-14",,"0.4","58","67","47"
"ARM00087593","LA PLATA, AR","2020-04-15",,,"59",,"46"
"ARM00087593","LA PLATA, AR","2020-04-16",,,"57",,"41"
"ARM00087593","LA PLATA, AR","2020-04-17",,,"58","70","44"
"ARM00087593","LA PLATA, AR","2020-04-18",,,"65",,"48"
"ARM00087593","LA PLATA, AR","2020-04-19",,,"69",,"56"
"ARM00087593","LA PLATA, AR","2020-04-20",,,"70",,"52"
"ARM00087593","LA PLATA, AR","2020-04-21",,,"63","81",
"ARM00087593","LA PLATA, AR","2020-04-22",,,"61","69","50"
"ARM00087593","LA PLATA, AR","2020-04-23",,,"66",,"54"
"ARM00087593","LA PLATA, AR","2020-04-24",,,"66","72","63"
"ARM00087593","LA PLATA, AR","2020-04-25",,"0.8","63","69",
"ARM00087593","LA PLATA, AR","2020-04-26",,"0.4","64",,"58"
"ARM00087593","LA PLATA, AR","2020-04-27",,,"65","69","60"
"ARM00087593","LA PLATA, AR","2020-04-28",,"1.2","65","70",
"ARM00087593","LA PLATA, AR","2020-04-29",,"0.8","62",,"53"
"ARM00087593","LA PLATA, AR","2020-04-30",,,"60","70","49"
"ARM00087593","LA PLATA, AR","2020-05-01",,,"61","68","49"
"ARM00087593","LA PLATA, AR","2020-05-02",,,"58","68","45"
"ARM00087593","LA PLATA, AR","2020-05-03",,,"61","68","53"
"ARM00087593","LA PLATA, AR","2020-05-04",,,"59","68","53"
"ARM00087593","LA PLATA, AR","2020-05-05","0.16",,"56","67","50"
"ARM00087593","LA PLATA, AR","2020-05-06","0.00",,"53","62","44"
"ARM00087593","LA PLATA, AR","2020-05-07",,,"56",,"46"
"ARM00087593","LA PLATA, AR","2020-05-08",,,"58","65","44"
"ARM00087593","LA PLATA, AR","2020-05-09",,,"61",,"54"
"ARM00087593","LA PLATA, AR","2020-05-10",,,"66",,"56"
"ARM00087593","LA PLATA, AR","2020-05-11",,,"60","73",
"ARM00087593","LA PLATA, AR","2020-05-12",,,"53","65","38"
"ARM00087593","LA PLATA, AR","2020-05-13",,,"56",,"41"
"ARM00087593","LA PLATA, AR","2020-05-14",,,"48","66","33"
"ARM00087593","LA PLATA, AR","2020-05-15",,,"60",,"38"
"ARM00087593","LA PLATA, AR","2020-05-16",,,"68",,"54"
"ARM00087593","LA PLATA, AR","2020-05-17",,,"67","79","57"
"ARM00087593","LA PLATA, AR","2020-05-18",,,"62","75","52"
"ARM00087593","LA PLATA, AR","2020-05-19",,,"65",,"52"
"ARM00087593","LA PLATA, AR","2020-05-20",,,"66","75","54"
"ARM00087593","LA PLATA, AR","2020-05-21",,"0.4","57","75","55"
"ARM00087593","LA PLATA, AR","2020-05-22",,,"56",,"53"
"ARM00087593","LA PLATA, AR","2020-05-23",,,"54",,
"ARM00087593","LA PLATA, AR","2020-05-24",,,"55","63","42"
"ARM00087593","LA PLATA, AR","2020-05-25",,,"57",,"50"
"ARM00087593","LA PLATA, AR","2020-05-26",,,"51","64",
"ARM00087593","LA PLATA, AR","2020-05-27",,,"56",,"38"
"ARM00087593","LA PLATA, AR","2020-05-28",,,"57",,"43"
"ARM00087593","LA PLATA, AR","2020-05-29",,,"57",,"44"
"ARM00087593","LA PLATA, AR","2020-05-30",,,"54","70","47"
"ARM00087593","LA PLATA, AR","2020-05-31",,,"50","63","43"
"ARM00087593","LA PLATA, AR","2020-06-01",,,"47","55","36"
"ARM00087593","LA PLATA, AR","2020-06-02",,,"47",,"31"
"ARM00087593","LA PLATA, AR","2020-06-03",,,"52",,"33"
"ARM00087593","LA PLATA, AR","2020-06-04",,,"48","60","39"
"ARM00087593","LA PLATA, AR","2020-06-05",,,"53",,"41"
"ARM00087593","LA PLATA, AR","2020-06-06",,,"61",,"45"
"ARM00087593","LA PLATA, AR","2020-06-07",,,"60","65","57"
"ARM00087593","LA PLATA, AR","2020-06-08",,,"58","62",
"ARM00087593","LA PLATA, AR","2020-06-09",,,"52",,"43"
"ARM00087593","LA PLATA, AR","2020-06-10",,,"56",,"44"
"ARM00087593","LA PLATA, AR","2020-06-11",,,"53","65","39"
"ARM00087593","LA PLATA, AR","2020-06-12",,,"58",,"42"
"ARM00087593","LA PLATA, AR","2020-06-13",,,"45","67",
"ARM00087593","LA PLATA, AR","2020-06-14",,,"44",,"29"
"ARM00087593","LA PLATA, AR","2020-06-15",,,"51","56","35"
"ARM00087593","LA PLATA, AR","2020-06-16",,,"63",,"48"
"ARM00087593","LA PLATA, AR","2020-06-17",,,"70",,"58"
"ARM00087593","LA PLATA, AR","2020-06-18",,"1.6","59","78","53"
"ARM00087593","LA PLATA, AR","2020-06-19",,,"53","64","42"
"ARM00087593","LA PLATA, AR","2020-06-20",,,"52","58","44"
"ARM00087593","LA PLATA, AR","2020-06-21",,"0.8","56",,"44"
"ARM00087593","LA PLATA, AR","2020-06-22",,,"50","63","39"
"ARM00087593","LA PLATA, AR","2020-06-23",,,"55","57","42"
"ARM00087593","LA PLATA, AR","2020-06-24","0.00",,"53",,"47"
"ARM00087593","LA PLATA, AR","2020-06-25",,,"48","58","41"
"ARM00087593","LA PLATA, AR","2020-06-26",,,"47",,"36"
"ARM00087593","LA PLATA, AR","2020-06-27",,,"48","56","35"
"ARM00087593","LA PLATA, AR","2020-06-28",,,"45","57","33"
"ARM00087593","LA PLATA, AR","2020-06-29",,,"51",,"36"
"ARM00087593","LA PLATA, AR","2020-06-30",,"0.8","51","56","47"
"ARM00087593","LA PLATA, AR","2020-07-01",,"0.8","44","54","40"
"ARM00087593","LA PLATA, AR","2020-07-02",,,"45",,"36"
"ARM00087593","LA PLATA, AR","2020-07-03",,,"51",,"38"
"ARM00087593","LA PLATA, AR","2020-07-04",,,"52",,"46"
"ARM00087593","LA PLATA, AR","2020-07-05",,,"48","58",
"ARM00087593","LA PLATA, AR","2020-07-06",,,"43","54","34"
"ARM00087593","LA PLATA, AR","2020-07-07",,,"44","52","33"
"ARM00087593","LA PLATA, AR","2020-07-08",,,"45",,"37"
"ARM00087593","LA PLATA, AR","2020-07-09",,,"48",,"38"
"ARM00087593","LA PLATA, AR","2020-07-10",,,"51","57","43"
"ARM00087593","LA PLATA, AR","2020-07-11",,,"48",,"33"
"ARM00087593","LA PLATA, AR","2020-07-12",,,"48","57","37"
"ARM00087593","LA PLATA, AR","2020-07-13",,,"46",,
"ARM00087593","LA PLATA, AR","2020-07-14",,,"42","53","30"
"ARM00087593","LA PLATA, AR","2020-07-15",,,"46",,"30"
"ARM00087593","LA PLATA, AR","2020-07-16",,,"48","57","34"
"ARM00087593","LA PLATA, AR","2020-07-17",,,"51",,"38"
"ARM00087593","LA PLATA, AR","2020-07-18",,,"57",,"45"
"ARM00087593","LA PLATA, AR","2020-07-19",,,"61",,"53"
"ARM00087593","LA PLATA, AR","2020-07-20",,,"63","72","52"
"ARM00087593","LA PLATA, AR","2020-07-21",,,"55","74","54"
"ARM00087593","LA PLATA, AR","2020-07-22",,,"55",,"54"
"ARM00087593","LA PLATA, AR","2020-07-23",,,"54","59",
"ARM00087593","LA PLATA, AR","2020-07-24",,"0.4","46","55","41"
"ARM00087593","LA PLATA, AR","2020-07-25",,,"45",,"33"
"ARM00087593","LA PLATA, AR","2020-07-26",,,"54",,"36"
"ARM00087593","LA PLATA, AR","2020-07-27",,,"49","60",
"ARM00087593","LA PLATA, AR","2020-07-28",,,"43","55","30"
"ARM00087593","LA PLATA, AR","2020-07-29",,,"45",,"29"
"ARM00087593","LA PLATA, AR","2020-07-30",,,"47","56","31"
"ARM00087593","LA PLATA, AR","2020-07-31",,,"50",,"38"
"ARM00087593","LA PLATA, AR","2020-08-01",,,"53",,"37"
"ARM00087593","LA PLATA, AR","2020-08-02",,,"65",,"45"
"ARM00087593","LA PLATA, AR","2020-08-03",,,"59",,"50"
"ARM00087593","LA PLATA, AR","2020-08-04",,,"65",,"52"
"ARM00087593","LA PLATA, AR","2020-08-05",,,"68","77","57"
"ARM00087593","LA PLATA, AR","2020-08-06",,,"56","74",
"ARM00087593","LA PLATA, AR","2020-08-07",,,"50","62","48"
"ARM00087593","LA PLATA, AR","2020-08-08",,"0.4","58",,"47"
"ARM00087593","LA PLATA, AR","2020-08-09","0.02",,"55","64",
"ARM00087593","LA PLATA, AR","2020-08-10","0.00",,"57",,"51"
"ARM00087593","LA PLATA, AR","2020-08-11",,,"47","62","35"
"ARM00087593","LA PLATA, AR","2020-08-12",,,"49",,"33"
"ARM00087593","LA PLATA, AR","2020-08-13",,,"54",,"36"
"ARM00087593","LA PLATA, AR","2020-08-14",,,"55",,"36"
"ARM00087593","LA PLATA, AR","2020-08-15",,,"50","65","36"
"ARM00087593","LA PLATA, AR","2020-08-16",,,"53",,"36"
"ARM00087593","LA PLATA, AR","2020-08-17",,,"51","64","32"
"ARM00087593","LA PLATA, AR","2020-08-18",,,"59",,"42"
"ARM00087593","LA PLATA, AR","2020-08-19",,,"43","68","34"
"ARM00087593","LA PLATA, AR","2020-08-20","0.00",,"44","54","29"
"ARM00087593","LA PLATA, AR","2020-08-21",,,"53",,"35"
"ARM00087593","LA PLATA, AR","2020-08-22",,,"54","63","42"
"ARM00087593","LA PLATA, AR","2020-08-23",,,"56",,"45"
"ARM00087593","LA PLATA, AR","2020-08-24",,,"62",,"51"
"ARM00087593","LA PLATA, AR","2020-08-25",,,"60","72","55"
"ARM00087593","LA PLATA, AR","2020-08-26","0.12",,"62","72","56"
"ARM00087593","LA PLATA, AR","2020-08-27","0.00","0.4","56","67","46"
"ARM00087593","LA PLATA, AR","2020-08-28",,,"57","66","44"
"ARM00087593","LA PLATA, AR","2020-08-29",,,"54","63","49"
"ARM00087593","LA PLATA, AR","2020-08-30",,,"45","58","30"
"ARM00087593","LA PLATA, AR","2020-08-31",,,"48",,"36"
"ARM00087593","LA PLATA, AR","2020-09-01",,,"46","56","39"
"ARM00087593","LA PLATA, AR","2020-09-02",,"0.4","50",,"44"
"ARM00087593","LA PLATA, AR","2020-09-03",,"1.2","50",,"45"
"ARM00087593","LA PLATA, AR","2020-09-04",,,"55",,"45"
"ARM00087593","LA PLATA, AR","2020-09-05",,,"53","63","39"
"ARM00087593","LA PLATA, AR","2020-09-06",,,"50","62","39"
"ARM00087593","LA PLATA, AR","2020-09-07",,,"51",,"36"
"ARM00087593","LA PLATA, AR","2020-09-08",,,"57",,"47"
"ARM00087593","LA PLATA, AR","2020-09-09",,,"62",,"54"
"ARM00087593","LA PLATA, AR","2020-09-10",,,"59","68","46"
"ARM00087593","LA PLATA, AR","2020-09-11",,,"60","65","54"
"ARM00087593","LA PLATA, AR","2020-09-12",,,"52","65","36"
"ARM00087593","LA PLATA, AR","2020-09-13",,,"58",,"40"
"ARM00087593","LA PLATA, AR","2020-09-14",,,"52",,"36"
"ARM00087593","LA PLATA, AR","2020-09-15",,,"53","62","40"
"ARM00087593","LA PLATA, AR","2020-09-16",,,"55",,"37"
"ARM00087593","LA PLATA, AR","2020-09-17",,,"65",,"43"
"ARM00087593","LA PLATA, AR","2020-09-18",,,"61","76","53"
"ARM00087593","LA PLATA, AR","2020-09-19",,,"51","69","38"
"ARM00087593","LA PLATA, AR","2020-09-20",,,"56",,"38"
"ARM00087593","LA PLATA, AR","2020-09-21",,,"49","67","31"
"ARM00087593","LA PLATA, AR","2020-09-22",,,"56",,"43"
"ARM00087593","LA PLATA, AR","2020-09-23",,,"62",,"46"
"ARM00087593","LA PLATA, AR","2020-09-24",,,"60","72","42"
"ARM00087593","LA PLATA, AR","2020-09-25",,"0.4","56","68","53"
"ARM00087593","LA PLATA, AR","2020-09-26",,"1.2","61",,"55"
"ARM00087593","LA PLATA, AR","2020-09-27","0.43",,"58","68",
"ARM00087593","LA PLATA, AR","2020-09-28","0.00",,"59",,"42"
"ARM00087593","LA PLATA, AR","2020-09-29",,,"65",,"45"
"ARM00087593","LA PLATA, AR","2020-09-30",,,"68",,"52"
"ARM00087593","LA PLATA, AR","2020-10-01",,,"60","79","51"
"ARM00087593","LA PLATA, AR","2020-10-02",,,"52","67","39"
"ARM00087593","LA PLATA, AR","2020-10-03",,,"47","59","39"
"ARM00087593","LA PLATA, AR","2020-10-04",,,"54",,"40"
"ARM00087593","LA PLATA, AR","2020-10-05",,,"57",,"51"
"ARM00087593","LA PLATA, AR","2020-10-06",,,"57",,"40"
"ARM00087593","LA PLATA, AR","2020-10-07",,,"65",,"44"
"ARM00087593","LA PLATA, AR","2020-10-08",,,"59","76","41"
"ARM00087593","LA PLATA, AR","2020-10-09",,,"64",,"50"
"ARM00087593","LA PLATA, AR","2020-10-10",,,"58","71","38"
"ARM00087593","LA PLATA, AR","2020-10-11",,,"62","68","56"
"ARM00087593","LA PLATA, AR","2020-10-12",,,"60",,"49"
"ARM00087593","LA PLATA, AR","2020-10-13",,,"63",,"43"
"ARM00087593","LA PLATA, AR","2020-10-14",,,"69",,"47"
"ARM00087593","LA PLATA, AR","2020-10-15",,,"60","81","51"
"ARM00087593","LA PLATA, AR","2020-10-16",,,"66",,"56"
"ARM00087593","LA PLATA, AR","2020-10-17",,,"68","74","60"
"ARM00087593","LA PLATA, AR","2020-10-18",,,"77",,"62"
"ARM00087593","LA PLATA, AR","2020-10-19",,,"72","86",
"ARM00087593","LA PLATA, AR","2020-10-20","2.05",,"56","77","50"
"ARM00087593","LA PLATA, AR","2020-10-21","0.00",,"58",,"42"
"ARM00087593","LA PLATA, AR","2020-10-22","1.85",,"58","64","54"
"ARM00087593","LA PLATA, AR","2020-10-23","0.00","0.4","65",,"56"
"ARM00087593","LA PLATA, AR","2020-10-24",,,"67",,"59"
"ARM00087593","LA PLATA, AR","2020-10-25",,,"67","75","61"
"ARM00087593","LA PLATA, AR","2020-10-26",,,"63","70",
"ARM00087593","LA PLATA, AR","2020-10-27",,,"62","70","42"
"ARM00087593","LA PLATA, AR","2020-10-28",,,"58","70","46"
"ARM00087593","LA PLATA, AR","2020-10-29","0.00",,"57","69","47"
"ARM00087593","LA PLATA, AR","2020-10-30",,,"57",,"38"
"ARM00087593","LA PLATA, AR","2020-10-31",,,"61",,"39"
"ARM00087593","LA PLATA, AR","2020-11-01",,,"66",,"48"
"ARM00087593","LA PLATA, AR","2020-11-02",,,"65","73","46"
"ARM00087593","LA PLATA, AR","2020-11-03",,,"65","72","55"
"ARM00087593","LA PLATA, AR","2020-11-04",,,"64","71","57"
"ARM00087593","LA PLATA, AR","2020-11-05",,,"66",,"56"
"ARM00087593","LA PLATA, AR","2020-11-06",,,"68",,"56"
"ARM00087593","LA PLATA, AR","2020-11-07",,,"70","75","61"
"ARM00087593","LA PLATA, AR","2020-11-08",,,"69","76","54"
"ARM00087593","LA PLATA, AR","2020-11-09",,,"66","76","60"
"ARM00087593","LA PLATA, AR","2020-11-10",,,"68",,"53"
"ARM00087593","LA PLATA, AR","2020-11-11",,,"68",,"59"
"ARM00087593","LA PLATA, AR","2020-11-12",,,"68","74","57"
"ARM00087593","LA PLATA, AR","2020-11-13",,,"69",,"59"
"ARM00087593","LA PLATA, AR","2020-11-14",,,"71",,"62"
"ARM00087593","LA PLATA, AR","2020-11-15","0.00",,"67","77","57"
"ARM00087593","LA PLATA, AR","2020-11-16",,,"64","74","47"
"ARM00087593","LA PLATA, AR","2020-11-17",,,"71","78","55"
"ARM00087593","LA PLATA, AR","2020-11-18",,,"69","78","56"
"ARM00087593","LA PLATA, AR","2020-11-19",,,"66","79","48"
"ARM00087593","LA PLATA, AR","2020-11-20",,,"68",,"50"
"ARM00087593","LA PLATA, AR","2020-11-21",,,"72",,"61"
"ARM00087593","LA PLATA, AR","2020-11-22",,,"74",,"63"
"ARM00087593","LA PLATA, AR","2020-11-23",,,"76",,"64"
"ARM00087593","LA PLATA, AR","2020-11-24",,,"76",,"65"
"ARM00087593","LA PLATA, AR","2020-11-25","1.61",,"72","90","65"
"ARM00087593","LA PLATA, AR","2020-11-26","0.01",,"68","80","60"
"ARM00087593","LA PLATA, AR","2020-11-27","0.00",,"72",,"51"
"ARM00087593","LA PLATA, AR","2020-11-28",,,"73","83","67"
"ARM00087593","LA PLATA, AR","2020-11-29",,,"78",,"62"
"ARM00087593","LA PLATA, AR","2020-11-30",,,"63","89","46"
"ARM00087593","LA PLATA, AR","2020-12-01",,,"71",,"51"
"ARM00087593","LA PLATA, AR","2020-12-02",,,"75",,"60"
"ARM00087593","LA PLATA, AR","2020-12-03","0.39",,"71","84","56"
"ARM00087593","LA PLATA, AR","2020-12-04","0.00",,"63","81","54"
"ARM00087593","LA PLATA, AR","2020-12-05",,,"61",,"44"
"ARM00087593","LA PLATA, AR","2020-12-06",,,"65",,"43"
"ARM00087593","LA PLATA, AR","2020-12-07",,,"71",,"55"
"ARM00087593","LA PLATA, AR","2020-12-08",,,"73",,"62"
"ARM00087593","LA PLATA, AR","2020-12-09",,,"79",,"61"
"ARM00087593","LA PLATA, AR","2020-12-10",,,"81","89","63"
"ARM00087593","LA PLATA, AR","2020-12-11",,,"74","90",
"ARM00087593","LA PLATA, AR","2020-12-12",,,"76",,"51"
"ARM00087593","LA PLATA, AR","2020-12-13","0.31",,"67","86","57"
"ARM00087593","LA PLATA, AR","2020-12-14","0.00",,"73",,"51"
"ARM00087593","LA PLATA, AR","2020-12-15",,,"67","81",
"ARM00087593","LA PLATA, AR","2020-12-16",,,"71",,"54"
"ARM00087593","LA PLATA, AR","2020-12-17",,,"78",,"60"
"ARM00087593","LA PLATA, AR","2020-12-18",,,"82",,"62"
"ARM00087593","LA PLATA, AR","2020-12-19","0.28",,"73","90",
"ARM00087593","LA PLATA, AR","2020-12-20","0.00",,"65","81","52"
"ARM00087593","LA PLATA, AR","2020-12-21",,,"68",,"44"
"ARM00087593","LA PLATA, AR","2020-12-22",,,"78",,"56"
"ARM00087593","LA PLATA, AR","2020-12-23",,,"80","88","68"
"ARM00087593","LA PLATA, AR","2020-12-24",,,"80","89","67"
"ARM00087593","LA PLATA, AR","2020-12-25",,,"77","89","69"
"ARM00087593","LA PLATA, AR","2020-12-26",,,"78",,"70"
"ARM00087593","LA PLATA, AR","2020-12-27",,,"78","86","69"
"ARM00087593","LA PLATA, AR","2020-12-28",,,"80",,"72"
"ARM00087593","LA PLATA, AR","2020-12-29",,,"80","89","69"
"ARM00087593","LA PLATA, AR","2020-12-30","0.24",,"73","89","65"
"ARM00087593","LA PLATA, AR","2020-12-31","0.04",,"73",,"49"
"ARM00087593","LA PLATA, AR","2021-01-01",,,"82",,"59"
"ARM00087593","LA PLATA, AR","2021-01-02",,,"81","93","67"
"ARM00087593","LA PLATA, AR","2021-01-03",,,"78","90","69"
"ARM00087593","LA PLATA, AR","2021-01-04",,,"77","88","69"
"ARM00087593","LA PLATA, AR","2021-01-05",,,"77",,"68"
"ARM00087593","LA PLATA, AR","2021-01-06","0.24",,"73","88",
"ARM00087593","LA PLATA, AR","2021-01-07","0.00",,"79",,"62"
"ARM00087593","LA PLATA, AR","2021-01-08",,,"76","90","63"
"ARM00087593","LA PLATA, AR","2021-01-09",,,"73","88","63"
"ARM00087593","LA PLATA, AR","2021-01-10",,,"81",,"66"
"ARM00087593","LA PLATA, AR","2021-01-11","0.87",,"70","91","64"
"ARM00087593","LA PLATA, AR","2021-01-12","0.35",,"69","76","55"
"ARM00087593","LA PLATA, AR","2021-01-13","0.00",,"72",,"58"
"ARM00087593","LA PLATA, AR","2021-01-14",,,"74",,"65"
"ARM00087593","LA PLATA, AR","2021-01-15",,,"73","83","68"
"ARM00087593","LA PLATA, AR","2021-01-16","0.00",,"76",,
"ARM00087593","LA PLATA, AR","2021-01-17","0.00",,"69","87","58"
"ARM00087593","LA PLATA, AR","2021-01-18",,,"74",,"52"
"ARM00087593","LA PLATA, AR","2021-01-19",,,"82",,"63"
"ARM00087593","LA PLATA, AR","2021-01-20",,,"82","90","67"
"ARM00087593","LA PLATA, AR","2021-01-21",,,"78","91","67"
"ARM00087593","LA PLATA, AR","2021-01-22",,,"79",,"70"
